1,5.31946202324
2,5.30906824355
3,5.28197441713
4,5.29867242855
5,5.30182602886
6,5.30210788245
7,5.29860333623
8,5.31532320216
9,5.28925737063
10,5.27859634903
11,5.30634822042
12,5.31027751122
13,5.29638639508
14,5.29893526372
15,5.28538159262
16,5.30075103343
17,5.3054073133
18,5.30277022384
19,5.32801674035
20,5.28812353452
21,5.31567550347
22,5.33260592014
23,5.301127541
24,5.25990463095
25,5.28600993868
26,5.29273770659
27,5.29845878214
28,5.28828828237
29,5.31037481004
30,5.32077666518
31,5.31963654117
32,5.31426807362
33,5.30895386344
34,5.29683663439
35,5.28839521931
36,5.28528690555
37,5.28345288496
38,5.28322133485
39,5.28178060311
40,5.2953818228
41,5.32789405286
42,5.26552463907
43,5.33193747726
44,5.2758105482
45,5.29253892015
46,5.36507265782
47,5.31604813374
48,5.30880221496
49,5.32836111456
50,5.30967733686
51,5.2801211984
52,5.33704633379
53,5.32425253691
54,5.26425133012
55,5.30514049294
56,5.31443275039
57,5.30097667298
58,5.32114522079
59,5.32432752746
60,5.31192712084
61,5.29493229143
62,5.29556415824
63,5.31376841217
64,5.28168759896
65,5.30467979312
66,5.26114664362
67,5.29865760096
68,5.30377834633
69,5.2957195234
70,5.32735337951
71,5.32545615615
72,5.30503497767
73,5.32619911044
74,5.32076116107
75,5.32397309194
76,5.33400996884
77,5.30380681508
78,5.30702260351
79,5.29538022974
80,5.29354087143
81,5.32033183015
82,5.30528396601
83,5.29772521029
84,5.32563371817
85,5.29370319203
86,5.30302539228
87,5.28356353548
88,5.28566692163
89,5.33006685127
90,5.30609762275
91,5.31517468795
92,5.30851724608
93,5.27246184063
94,5.30719794452
95,5.30443326483
96,5.32376698877
97,5.30174086505
98,5.32305375544
99,5.33585597465

